報單號碼,項次,貨號/條碼,貨物名稱,稅則號列,許可證號碼,申報注意事項
AW/14/557/G0674,55,4549131935578,Wire folding frame,4419.90.00.90-9,DH999999999999,可能為免驗或核備代碼
AW/14/557/G0674,56,4550480009452,Pet Toy - Squid-,6307.90.90.90-1,CI999999999999,一般查驗 (General Inspection)
AW/14/557/G0674,57,4550480024387,Design Chopsticks Japanese pattern- 5 sets- 食品用,4419.90.00.20-4,IFB14DJ6535502-01,食品容器 (Food Contact) - 需檢驗
AW/14/557/G0674,58,4550480065083,Bamboo Cutting Board -1.27ft x 7.67in 39cm x 19.5cm-,4419.11.00.00-4,DH999999999999,可能為免驗或核備代碼
AW/14/557/G0674,59,4550480078526,Tote Bag - Bicolor With Shoulder Strap Beige -,4202.92.90.92-7,CI999999999999,一般查驗 (General Inspection)
AW/14/557/G0674,60,4550480082073,Backpack with Side Pockets -Black-,4202.92.90.92-7,CI999999999999,一般查驗 (General Inspection)
AW/14/557/G0674,61,4550480418513,Hard case with carabiner -2.95 in x3.93 in -7.5cm x 10cm PU-,3926.90.90.90-8,CI999999999999,一般查驗 (General Inspection)
AW/14/557/G0674,62,4550480443447,Photo Frame For Size L Photo Wood Pattern-,4414.90.00.00-3,,
AW/14/557/G0674,63,4550480443461,Photo Frame Postcard Size - Wood Pattern-,4414.90.00.00-3,,
AW/14/557/G0674,64,4550480443492,Photo Frame - Wood Pattern- B6 Size,4414.90.00.00-3,,
AW/14/557/G0674,65,4550480483108,Steel Door Hook-10 Arms WH-,7326.90.90.90-6,CI999999999999,一般查驗 (General Inspection)
AW/14/557/G0674,66,4550480684482,Steel Stackable Shelf 35cm x 19cm 1.14ft x 7.48in-,7326.20.00.90-0,,
AW/14/557/G0674,67,4550480711164,Mirror & Brush Set-PK 11.5x9.2CM,7009.92.00.00-6,FT999999999991,可能為免驗或核備代碼
AW/14/557/G0674,68,4550480711171,Atomizer Case -BL-,9616.10.00.00-6,,
AW/14/557/G0674,69,4550480711188,Mirror & Brush Set-BL-11.5x9.2CM,7009.92.00.00-6,FT999999999991,可能為免驗或核備代碼
