報單號碼,項次,貨號/條碼,貨物名稱,稅則號列,許可證號碼,申報注意事項
AA/13/441/G2466,41,4550480097374,"AROMA DIFFUER Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香瓶【SAVON】",3307.49.00.00-7,,
AA/13/441/G2466,42,4550480129723,"Waist Cushion Outer material: 100% Polyester Padding: Polyurethane foam Lining: 100% Polyester 車用腰靠填充【40×17×7cm】",9404.90.00.19-4,CI999999999999,一般查驗 (General Inspection); 燈具/家具 - 注意檢驗
AA/13/441/G2466,43,4550480164847,TWEEZERS NO.4847 Body Stainless steel Cap Polyethylene 鑷子,8203.20.00.00-5,,
AA/13/441/G2466,44,4550480181523,PHOTO FRAME MDF PET Steel Paper 海報框【A4】,3926.40.00.00-7,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,45,4550480181530,PHOTO FRAME MDF PET Steel Paper 海報框【A3】,3926.40.00.00-7,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,46,4550480239774,"Makeup Brushes -5pcs Body: Aluminum, Polystyrene, Polybutylene terephthalate 化妝刷具組",9603.29.00.00-0,,
AA/13/441/G2466,47,4550480241234,CLEANING BRUSH Polyurethane Polypropylene 浴缸清潔刷,9603.90.90.00-5,,
AA/13/441/G2466,48,4550480263809,CLAY CUTTER NO.3809 ABS resin 黏土裁切器,3926.90.90.90-8,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,49,4550480263915,CLAY NEEDLE NO.3908 ABS resin 黏土塑形棒,3926.90.90.90-8,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,50,4550480263915,CLAY ROLLER NO.3915 ABS resin 黏土滾輪刀【圓型】,3926.90.90.90-8,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,51,4550480264271,Clay Roller -Wave- ABS resin 黏土滾輪刀【波浪】,3926.90.90.90-8,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,52,4550480275215,MAGNET KIT NO.5215 Acrylic resin Magnet 磁吸式相框,3926.40.00.00-7,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,53,4550480275772,CLIP NO.5772 Steel 長尾夾【25mm】,8305.90.90.00-8,,
AA/13/441/G2466,54,4550480275994,"Whiteboard Eraser Eraser ABS plastic、Magnets Sheets: Polyester 六層可撕式白板擦",6307.10.00.00-6,,
AA/13/441/G2466,55,4550480276069,CLIP NO.6069 Steel 長尾夾【19mm】,8305.90.90.00-8,,
AA/13/441/G2466,56,4550480278438,"Collapsible Bucket 10L - 2.64gal Exterior, bottom: Polypropylene Collapsible part: Thermoplastic elastomer 折疊式水桶【10L】",3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,57,4550480286754,Clay Scale Body Polypropylene Stick Polyethylene 黏土模具,3926.90.90.90-8,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,58,4550480298108,"Sink Strainer Elastic -Deep -Color-40pcs Polyester, Spandex 洗碗槽排水口濾網(深型)",6307.90.90.90-1,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2466,59,4550480298160,"Sink Strainer Elastic -Deep -45pcs Polyester, Spandex 洗碗槽排水口濾網(深型)",6307.90.90.90-1,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2466,60,4550480298184,"Sink Strainer Elastic - Shallow -45pcs Polyester, Spandex 洗碗槽排水口濾網(淺型)",6307.90.90.90-1,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2466,61,4550480298191,"Sink Strainer Elastic - Shallow Color -40pcs Polyester, Spandex 洗碗槽排水口濾網(淺型)",6307.90.90.90-1,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2466,62,4550480300207,"Sink Strainer Elastic - Shallow 30pcs Polyester, Spandex 洗碗槽排水口濾網(淺型)",6307.90.90.90-1,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2466,63,4550480300214,"Sink Strainer Elastic -Deep -30pcs Polyester, Spandex 洗碗槽排水口濾網(深型)",6307.90.90.90-1,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2466,64,4550480309491,Ball Penguin- Polyurethane 玩具球,9506.69.90.00-0,20203400033001,
AA/13/441/G2466,65,4550480312095,"STAMPS NO.2095 Rubber sheet Synthetic rubber -Nitrile butadiene rubber Holder Polystyrene 印章",9611.00.10.00-1,,
AA/13/441/G2466,66,4550480312446,CRAFT PUNCHES Blade Zinc alloy Body ABS resin 造型打洞器,8205.59.20.00-3,,
AA/13/441/G2466,67,4550480312460,CRAFT PUNCHES Blade Zinc alloy Body ABS resin 造型打洞器,8205.59.20.00-3,,
AA/13/441/G2466,68,4550480312491,Name Stamp Holder 10pcs. Polystyrene 印章柄,3926.90.90.90-8,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,69,4550480331652,CRAFT PUNCHES NO.1652 Blade Zinc alloy Body ABS resin 造型打洞器,8205.59.20.00-3,,
AA/13/441/G2466,70,4550480339528,MINI MENU BOARD NO.9528 ABS resin 迷你告示板【粉筆專用】,3926.10.00.00-3,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,71,4550480339535,MINI MENU BOARD NO.9535 ABS resin 迷你告示板【白板筆專用】,3926.10.00.00-3,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,72,4550480345772,"Eyeshadow Brush S Coffee handle Coffee grounds, PBT resin Body: Polypropylene Aluminum 眼影刷",9603.29.00.00-0,,
AA/13/441/G2466,73,4550480345789,"Concealer Brush Coffee handle Coffee grounds, PBT resin Body: Polypropylene Aluminum 遮瑕刷",9603.29.00.00-0,,
AA/13/441/G2466,74,4550480345802,"Eyeshadow Brush -Coffee handle Coffee grounds, PBT resin Body: Polypropylene Aluminum 眼影刷",9603.29.00.00-0,,
AA/13/441/G2466,75,4550480347066,Point Brush Coffee handle Coffee grounds, PBT resin Body Polypropylene Aluminum 遮瑕刷,9603.29.00.00-0,,
AA/13/441/G2466,76,4550480347073,"Screw Brush Coffee handle Coffee grounds, PBT resin Body: Polypropylene, Aluminum, Stainless steel 螺旋刷",9603.29.00.00-0,,
AA/13/441/G2466,77,4550480371764,Microfiber Kitchen Cloth 4 pcs. 83% Polyester 17% Nylon 超細纖維抹布【29×29cm】,6307.10.00.00-6,,
AA/13/441/G2466,78,4550480372969,"AROMA DIFFUER Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香瓶【金木犀】",3307.49.00.00-7,,
AA/13/441/G2466,79,4550480372976,"AROMA DIFFUER Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香瓶【花開】",3307.49.00.00-7,,
AA/13/441/G2466,80,4550480372990,"AROMA DIFFUER Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香瓶【含差草】",3307.49.00.00-7,,
AA/13/441/G2466,81,4550480373010,"AROMA DIFFUER Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香瓶【百合&茉莉】",3307.49.00.00-7,,
AA/13/441/G2466,82,4550480373027,"AROMA DIFFUER Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香瓶【皂香】",3307.49.00.00-7,,
AA/13/441/G2466,83,4550480373034,"AROMA DIFFUER Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香瓶【格雷伯爵茶】",3307.49.00.00-7,,
AA/13/441/G2466,84,4550480373041,"AROMA DIFFUER Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香瓶【白麝香】",3307.49.00.00-7,,
AA/13/441/G2466,85,4550480373058,"AROMA DIFFUER REFILL Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香瓶補充液【白麝香】",3307.49.00.00-7,,
AA/13/441/G2466,86,4550480373065,"AROMA DIFFUER REFILL Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香瓶補充液【格雷伯爵茶】",3307.49.00.00-7,,
AA/13/441/G2466,87,4550480373072,"AROMA DIFFUER REFILL Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香瓶補充液【皂香】",3307.49.00.00-7,,
AA/13/441/G2466,88,4550480373089,"AROMA DIFFUER REFILL Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香補充包【百合&茉莉】",3307.49.00.00-7,,
AA/13/441/G2466,89,4550480373102,"AROMA DIFFUER REFILL Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香補充包【金木犀】",3307.49.00.00-7,,
AA/13/441/G2466,90,4550480373119,"AROMA DIFFUER Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香瓶【鈴蘭】",3307.49.00.00-7,,
AA/13/441/G2466,91,4550480412269,"AROMA DIFFUER Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香瓶【金木犀】",3307.49.00.00-7,,
AA/13/441/G2466,92,4550480412306,"AROMA DIFFUER Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香瓶【白檀】",3307.49.00.00-7,,
AA/13/441/G2466,93,4550480412351,"AROMA DIFFUER Ingredients: Water, Surfactant, Fragrance, Ethanol 擴香瓶【WHITE TEA】",3307.49.00.00-7,,
AA/13/441/G2466,94,4550480413259,Mini desktop broom set Polypropylene 桌上迷你掃把畚斗組,9603.90.90.00-5,,
AA/13/441/G2466,95,4550480419565,EVA Pouch with Gusset EVA resin 小物收納包,4202.32.00.10-8,,
AA/13/441/G2466,96,4550480420400,Sliding Eraser Body TPE Sleeve: Polycarbonate 伸縮塑膠擦,4016.92.00.00-3,20203400034001,
AA/13/441/G2466,97,4550480420417,Sliding Eraser -Pastel- Body TPE Sleeve: Polycarbonate 伸縮塑膠擦,4016.92.00.00-3,20203400034001,
AA/13/441/G2466,98,4550480430409,Dropper Bottle -0.084fl oz 2.5mL 3pcs. Glass Silicone rubber Polypropylene 滴管瓶,3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,99,4550480430416,Dropper Bottle -0.067fl oz 2mL 3pcs.- Glass Silicone rubber Polypropylene 滴管瓶,3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,100,4550480430423,Micro Brush 50pcs Nylon Polypropylene 迷你棉棒,5601.21.90.00-9,,
AA/13/441/G2466,101,4550480446523,Folding Outdoor Chair With Storage Bag 折疊椅,9401.79.00.00-3,CI999999999999,一般查驗 (General Inspection); 燈具/家具 - 注意檢驗
AA/13/441/G2466,102,4550480462684,"AROMA OIL FLORAL Water, Surfactant, Fragrance, Ethanol 芳香精油【花香】",3307.49.00.00-7,,
AA/13/441/G2466,103,4550480495798,Hair Clip Butterfly 2pcs- Polystyrene 髮夾,9615.11.00.00-6,,
AA/13/441/G2466,104,4550480501741,Powder Puff -2 pcs.- Cover Polyester Inner material: Polyurethane 粉撲,9616.20.00.00-4,,
AA/13/441/G2466,105,4550480501758,Powder Puff -3 pcs.- Cover: Cotton, Polyester Inner material: Polyurethane 粉撲,9616.20.00.00-4,,
AA/13/441/G2466,106,4550480531502,Spiral Notebook-flower-A5- Body: Paper Cover: Polypropylene 線圈筆記本【A5】,4820.10.00.90-9,,
AA/13/441/G2466,107,4550480538709,Zipped Case B4 White Black Polypropylene 拉鏈資料夾【B4】,3926.10.00.00-3,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,108,4550480538716,Zipped Case B4 Paletone Purple Gray Polypropylene 拉鏈資料夾【B4】,3926.10.00.00-3,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,109,4550480538723,Zipped Case A4 White- Black Polypropylene 拉鏈資料夾 【A4】,3926.10.00.00-3,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,110,4550480538730,Zipped Case A4 Paletone Purple Gray- Polypropylene 拉鏈資料夾【A4】,3926.10.00.00-3,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2466,111,4945319502035,MAGNETIC CLIP NO.63 Neodymium magnets Polystyrene 磁吸夾,8505.19.00.00-3,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2466,112,4984343992283,Brush pp 清潔刷,9603.90.90.00-5,,
AA/13/441/G2565,1,4549131159929,Partitioned case 4 Polystyrene 收納盒,3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2565,2,4549131521382,Stock Box2-17x15x15cm-6.7x 5.9x5.9in Polypropylene 收納盒,3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2565,3,4549131533583,Accessory Case-With Partition 17cmx6.5cmx2cm Polypropylene 小物分格收納盒,3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2565,4,4549131721027,Box with Lid Storage Master 15cm x 28cm x 16cm Polypropylene 收納盒,3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2565,5,4550480364506,Storage Box -Mini- Polypropylene 收納盒,3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2565,6,4550480364513,Storage Box Mini 2 pcs. Polypropylene 收納盒,3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2565,7,4550480364575,Handle Box 2 Partitioned Body Polypropylene Handle: Polypropylene 手提收納盒,3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2565,8,4550480364605,Stock Box 66.49in Body Polypropylene Handle Polypropylene 手提收納盒,3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2565,9,4550480364612,Stock Box 59.25in Body Polypropylene Handle: Polypropylene 手提收納盒,3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2565,10,4550480364636,Stock Box -10.82in Polypropylene 手提收納盒,3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2565,11,4550480406688,Stock Box -2.64gal 10L- Polypropylene 收納箱,3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2565,12,4550480467467,Stock Box -Deep Mickey and Minnie DC6- Polypropylene 手提收納盒,3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
AA/13/441/G2565,13,4984355078623,Shoe Box 21cmx29xcmx14.5cm Polypropylene 收納鞋盒,3924.90.00.90-9,CI999999999999,一般查驗 (General Inspection); 塑膠/美耐皿檢驗 (Plastic/Melamine)
